Index.1,province,year,overall overall,overall man,overall woman,0-4 overall,0-4 man,0-4 woman,5-9 overall,5-9 man,5-9 woman,10-14 overall,10-14 man,10-14 woman,15-19 overall,15-19 man,15-19 woman,20-24 overall,20-24 man,20-24 woman,25-29 overall,25-29 man,25-29 woman,30-34 overall,30-34 man,30-34 woman,35-39 overall,35-39 man,35-39 woman,40-44 overall,40-44 man,40-44 woman,45-49 overall,45-49 man,45-49 woman,50-54 overall,50-54 man,50-54 woman,55-59 overall,55-59 man,55-59 woman,60-64 overall,60-64 man,60-64 woman,65-69 overall,65-69 man,65-69 woman,70 and older overall,70 and older man,70 and older woman,70-74 overall,70-74 man,70-74 woman,75-79 overall,75-79 man,75-79 woman,80-84 overall,80-84 man,80-84 woman,85 and older overall,85 and older man,85 and older woman,pre-working age,working age,post-working age
185,POMORSKIE,2013,2295811,1119390,1176421,130424,67184,63240,127464,65541,61923,115949,59350,56599,129176,66222,62954,158068,80714,77354,186457,93670,92787,194861,98048,96813,181793,91732,90061,151737,76608,75129,136165,68560,67605,149308,74048,75260,169954,81807,88147,154547,72564,81983,100138,45300,54838,209770,78042,131728,70180,29662,40518,62491,24062,38429,44497,15606,28891,32602,8712,23890,503013,1400907,391891
186,WARMIŃSKO-MAZURSKIE,2013,1446915,708478,738437,75382,38828,36554,76088,39038,37050,73620,37849,35771,86563,44065,42498,105687,54291,51396,116784,60214,56570,121452,62502,58950,110125,56866,53259,93718,47657,46061,89931,45360,44571,103902,51697,52205,112434,54916,57518,95383,44890,50493,58274,26274,32000,127572,44031,83541,40928,16503,24425,38062,13683,24379,28238,8838,19400,20344,5007,15337,311653,898923,236339
187,ŁÓDZKIE,2013,2513093,1197654,1315439,121580,62422,59158,118127,60641,57486,111432,57365,54067,131410,67360,64050,160477,82073,78404,184312,94257,90055,201838,103079,98759,192759,97738,95021,166002,83309,82693,150585,74435,76150,170330,82439,87891,202534,95567,106967,185537,83688,101849,136998,58738,78260,279172,94543,184629,87999,34698,53301,80579,28535,52044,63299,19489,43810,47295,11821,35474,482549,1512525,518019
188,ŚWIĘTOKRZYSKIE,2013,1268239,619232,649007,58857,30435,28422,58991,30143,28848,59626,30562,29064,72479,37031,35448,87831,45123,42708,96518,50045,46473,101198,52361,48837,94319,49005,45314,81709,41832,39877,75983,38539,37444,87705,43860,43845,99635,49215,50420,89362,42284,47078,62909,28433,34476,141117,50364,90753,42633,17488,25145,41785,15460,26325,32366,10832,21534,24333,6584,17749,249953,767182,251104
189,LUBELSKIE,2013,2156150,1045350,1110800,106865,54569,52296,107564,54959,52605,107173,55084,52089,127584,65037,62547,155564,79794,75770,170625,88124,82501,173865,90183,83682,158888,81886,77002,140144,71101,69043,131799,66415,65384,142751,70762,71989,159586,77116,82470,141440,65319,76121,100874,43553,57321,231428,81448,149980,72626,29153,43473,66351,24603,41748,52850,17011,35839,39601,10681,28920,449186,1298541,408423
190,PODKARPACKIE,2013,2129294,1042602,1086692,108777,55783,52994,109850,56374,53476,112324,57632,54692,131728,67411,64317,161556,82563,78993,174352,89601,84751,175247,89665,85582,162178,82547,79631,142076,72276,69800,133854,67556,66298,143810,72381,71429,146769,71879,74890,128173,60635,67538,89766,40002,49764,208834,76297,132537,65492,27181,38311,63080,23956,39124,46769,16062,30707,33493,9098,24395,462679,1300477,366138
191,PODLASKIE,2013,1194965,582646,612319,57562,29654,27908,57911,29711,28200,58033,29608,28425,70617,36175,34442,87982,45195,42787,97142,50450,46692,95136,49135,46001,86375,44069,42306,79322,40258,39064,77879,39371,38508,85500,42630,42870,87164,42990,44174,70950,33001,37949,49685,21739,27946,133707,48660,85047,41107,16781,24326,37858,14349,23509,31401,10797,20604,23341,6733,16608,244123,729501,221341
192,MAZOWIECKIE,2013,5316840,2543762,2773078,295675,151689,143986,280733,144164,136569,248798,127393,121405,274650,140772,133878,334224,169931,164293,410872,205535,205337,461166,228582,232584,439525,218681,220844,355730,178063,177667,306880,152728,154152,334806,163396,171410,398641,188593,210048,355394,162314,193080,249133,107693,141440,570613,204228,366385,172746,69198,103548,165701,61208,104493,132156,45212,86944,100010,28610,71400,1099856,3204158,1012826
193,MAŁOPOLSKIE,2014,3368336,1634266,1734070,179123,92273,86850,182939,93509,89430,168720,86556,82164,189256,96614,92642,233634,119114,114520,267239,134605,132634,287454,144114,143340,266250,134171,132079,231552,116042,115510,207971,104639,103332,213740,106108,107632,231202,112579,118623,207978,97636,110342,158062,70262,87800,343216,126044,217172,106992,44827,62165,102597,39112,63485,76914,26404,50510,56713,15701,41012,720038,2036678,611620
194,ŚLĄSKIE,2014,4585924,2212717,2373207,221757,113710,108047,224149,114455,109694,197325,100888,96437,221845,113648,108197,279949,142777,137172,341787,173483,168304,382686,194017,188669,361076,182391,178685,313047,157532,155515,288791,143776,145015,316307,155776,160531,366181,174807,191374,334826,154351,180475,237540,105383,132157,498658,185723,312935,177994,73757,104237,149418,58178,91240,101094,35006,66088,70152,18782,51370,865076,2804175,916673
195,LUBUSKIE,2014,1020307,496666,523641,51371,26245,25126,55655,28497,27158,47726,24439,23287,54688,28059,26629,66251,33749,32502,77705,39532,38173,88604,45167,43437,83205,42628,40577,69282,35322,33960,59021,29742,29279,66063,32714,33349,82200,39907,42293,74962,35246,39716,53677,24486,29191,89897,30933,58964,28081,11340,16741,26460,9458,17002,19940,6255,13685,15416,3880,11536,209440,627577,183290
196,WIELKOPOLSKIE,2014,3472579,1689486,1783093,190438,97917,92521,196032,101318,94714,170537,87841,82696,189208,97153,92055,233454,119096,114358,272428,138301,134127,301212,152273,148939,282120,143168,138952,240862,121753,119109,205512,102681,102831,216989,106630,110359,253072,121754,131318,231424,107468,123956,184923,82441,102482,304368,109692,194676,95109,39588,55521,90701,33892,56809,66827,22444,44383,51731,13768,37963,746215,2113117,613247
197,ZACHODNIOPOMORSKIE,2014,1715431,835069,880362,80592,41358,39234,88482,45162,43320,79140,40865,38275,90342,46130,44212,111409,56917,54492,126408,64743,61665,146039,74527,71512,138616,70624,67992,116918,59419,57499,100009,50521,49488,112227,55812,56415,142155,68493,73662,131858,62073,69785,92553,42526,50027,158683,55899,102784,49636,20835,28801,46636,16844,29792,35389,11347,24042,27022,6873,20149,338556,1055854,321021
198,DOLNOŚLĄSKIE,2014,2908457,1398554,1509903,138358,71225,67133,145252,74173,71079,123754,63462,60292,141632,72551,69081,178428,90490,87938,220708,110872,109836,257913,130631,127282,238948,121355,117593,197282,100157,97125,164903,82914,81989,186489,91209,95280,236588,113470,123118,226724,104922,121802,159101,71334,87767,292377,99789,192588,87411,35344,52067,85829,30325,55504,66015,20730,45285,53122,13390,39732,548996,1786181,573280
199,OPOLSKIE,2014,1000858,484182,516676,43439,22331,21108,45625,23456,22169,42926,22131,20795,51361,26210,25151,64773,32913,31860,77294,38967,38327,82091,41064,41027,77075,38795,38280,69764,34867,34897,67806,34253,33553,73044,36951,36093,77117,37832,39285,69616,32666,36950,48953,21968,26985,109974,39778,70196,34875,14468,20407,35259,13190,22069,23527,7989,15538,16313,4131,12182,183351,621630,195877
200,KUJAWSKO-POMORSKIE,2014,2089992,1012878,1077114,103459,53397,50062,112120,57294,54826,100770,51707,49063,116115,59452,56663,141853,71851,70002,158304,80754,77550,173878,88581,85297,162956,82750,80206,143542,72345,71197,126803,62934,63869,136638,67196,69442,161319,78008,83311,145186,67375,77811,109144,48409,60735,197905,70825,127080,63822,26276,37546,57898,21609,36289,43070,14334,28736,33115,8606,24509,432464,1272668,384860
201,POMORSKIE,2014,2302077,1121987,1180090,126762,65245,61517,133150,68411,64739,115075,58970,56105,125219,64179,61040,152224,77675,74549,179869,90491,89378,197406,99217,98189,185322,93376,91946,158331,79890,78441,135573,68413,67160,143817,71430,72387,167980,81178,86802,157076,73564,83512,113148,51428,61720,211125,78520,132605,68177,28936,39241,62726,24203,38523,45535,15975,29560,34687,9406,25281,500206,1394086,407785
202,WARMIŃSKO-MAZURSKIE,2014,1443967,706988,736979,72384,37218,35166,78780,40485,38295,72121,37096,35025,83000,42309,40691,102035,52323,49712,112540,58091,54449,121941,62768,59173,111983,57655,54328,96980,49660,47320,88201,44361,43840,99293,49542,49751,113032,55214,57818,97696,45987,51709,66366,30126,36240,127615,44153,83462,39350,16008,23342,38106,13841,24265,28448,8860,19588,21711,5444,16267,306285,891992,245690
203,ŁÓDZKIE,2014,2504136,1193418,1310718,117734,60547,57187,122390,62953,59437,110116,56635,53481,125477,64402,61075,156302,79900,76402,176843,90345,86498,201356,103017,98339,195186,98937,96249,170577,85768,84809,150588,74420,76168,161405,78264,83141,199479,94165,105314,188744,85533,103211,148938,63838,85100,279001,94694,184307,86826,34335,52491,79317,28211,51106,63120,19579,43541,49738,12569,37169,475717,1497269,531150
204,ŚWIĘTOKRZYSKIE,2014,1263176,616670,646506,56568,29247,27321,60799,31139,29660,58222,29734,28488,68853,35239,33614,85519,43814,41705,92864,48314,44550,101510,52572,48938,95622,49537,46085,84050,43127,40923,75270,38141,37129,83464,41771,41693,99098,48961,50137,91629,43566,48063,68108,30876,37232,141600,50632,90968,41977,17457,24520,41589,15352,26237,32314,10853,21461,25720,6970,18750,244442,760963,257771
205,LUBELSKIE,2014,2147746,1040990,1106756,103026,52631,50395,110371,56289,54082,104535,53791,50744,122023,62252,59771,150768,77145,73623,165135,85371,79764,174289,90387,83902,160714,83004,77710,143844,73105,70739,130975,65940,65035,137671,68253,69418,158801,77075,81726,144729,67072,77657,108267,46958,61309,232598,81717,150881,72535,29281,43254,65680,24342,41338,52365,16782,35583,42018,11312,30706,439955,1289269,418522
206,PODKARPACKIE,2014,2129187,1042683,1086504,104981,53809,51172,112543,57792,54751,109477,56132,53345,126785,65060,61725,156542,79742,76800,170805,87881,82924,177005,90575,86430,164799,84152,80647,146081,74326,71755,132543,66739,65804,140050,70526,69524,148064,72774,75290,131546,62514,69032,97282,43556,53726,210684,77105,133579,64698,26937,37761,62887,24048,38839,47701,16287,31414,35398,9833,25565,453786,1298403,376998
207,PODLASKIE,2014,1191918,581164,610754,55699,28876,26823,59725,30579,29146,56629,28944,27685,67039,34391,32648,85210,43747,41463,94382,48864,45518,96309,49914,46395,87784,44879,42905,80420,40775,39645,76666,38732,37934,82963,41363,41600,88690,43584,45106,73092,34501,38591,53753,23555,30198,133557,48460,85097,40132,16381,23751,37766,14312,23454,30619,10534,20085,25040,7233,17807,239092,726925,225901
208,MAZOWIECKIE,2014,5334511,2552091,2782420,290386,149462,140924,293421,150413,143008,249568,127691,121877,265654,136234,129420,323957,164721,159236,394758,197668,197090,462715,229389,233326,450407,223499,226908,374091,186924,187167,308750,153972,154778,320602,156884,163718,390580,185060,205520,366648,167863,198785,269272,116950,152322,573702,205361,368341,171134,68865,102269,164346,60616,103730,131304,44955,86349,106918,30925,75993,1099029,3193723,1041759
209,MAŁOPOLSKIE,2015,3372618,1636707,1735911,176085,90622,85463,187645,96114,91531,166463,85365,81098,184812,94479,90333,222702,113500,109202,260405,131386,129019,289359,145027,144332,270986,136692,134294,238361,119414,118947,209284,105114,104170,209809,104373,105436,228153,111260,116893,213458,100567,112891,168543,75086,93457,346553,127708,218845,107105,45149,61956,101905,38959,62946,76963,26517,50446,60580,17083,43497,715005,2029626,627987
210,ŚLĄSKIE,2015,4570849,2204972,2365877,216300,111092,105208,230393,117590,112803,196228,100233,95995,215144,110251,104893,266003,135726,130277,327671,166896,160775,379497,192309,187188,366449,185008,181441,321190,161753,159437,287831,143331,144500,304664,150079,154585,358202,171151,187051,339393,156609,182784,261794,116453,145341,500090,186491,313599,169927,70266,99661,152834,59633,93201,101982,35602,66380,75347,20990,54357,858065,2768116,944668
211,LUBUSKIE,2015,1018075,495674,522401,49795,25496,24299,56421,28891,27530,47756,24441,23315,52723,27207,25516,63670,32340,31330,74519,38049,36470,87847,44810,43037,84368,43128,41240,72387,36958,35429,59146,29840,29306,63345,31468,31877,79251,38478,40773,76488,35934,40554,60505,27641,32864,89854,30993,58861,27375,11188,16187,26160,9425,16735,19995,6258,13737,16324,4122,12202,206695,620467,190913
212,WIELKOPOLSKIE,2015,3475323,1690930,1784393,186101,95737,90364,201276,103914,97362,170775,87938,82837,184012,94492,89520,222451,113810,108641,263922,133769,130153,301058,152441,148617,286749,145476,141273,250424,126385,124039,207880,104045,103835,210711,103884,106827,246613,118768,127845,235077,109315,125762,202867,90449,112418,305407,110507,194900,94920,39829,55091,89907,33721,56186,66965,22599,44366,53615,14358,39257,742164,2099123,634036
213,ZACHODNIOPOMORSKIE,2015,1710482,832293,878189,78275,39993,38282,89645,45812,43833,78549,40556,37993,86779,44351,42428,107537,54819,52718,121314,62180,59134,144361,73725,70636,139498,71012,68486,122434,62266,60168,101089,50941,50148,106819,53286,53533,136685,65883,70802,134037,63145,70892,104488,47995,56493,158972,56329,102643,48733,20713,28020,46020,16852,29168,35514,11455,24059,28705,7309,21396,333248,1042882,334352
214,DOLNOŚLĄSKIE,2015,2904207,1396318,1507889,135288,69588,65700,148812,76047,72765,124094,63723,60371,136626,69823,66803,169645,86177,83468,210747,105870,104877,257189,130043,127146,243340,123492,119848,207263,105202,102061,165976,83602,82374,177397,87085,90312,227101,108925,118176,230112,106567,123545,179056,80191,98865,291561,99983,191578,85213,34889,50324,84628,30137,54491,65811,20847,44964,55909,14110,41799,544820,1765225,594162
215,OPOLSKIE,2015,996011,481948,514063,42534,21961,20573,46110,23736,22374,42215,21751,20464,49422,25284,24138,61144,30998,30146,74831,37900,36931,81991,41063,40928,77613,39033,38580,70960,35527,35433,67087,33761,33326,71147,35978,35169,76556,37620,38936,70563,33334,37229,54729,24534,30195,109109,39468,69641,32275,13556,18719,35238,13071,22167,24170,8264,15906,17426,4577,12849,180281,614663,201067
216,KUJAWSKO-POMORSKIE,2015,2086210,1010973,1075237,100151,51681,48470,114076,58354,55722,99974,51356,48618,112193,57553,54640,136140,68978,67162,153445,78128,75317,173767,88648,85119,164380,83416,80964,148184,74671,73513,127609,63542,64067,132094,65098,66996,157019,75742,81277,147474,68884,78590,121495,53784,67711,198209,71138,127071,62472,25909,36563,57190,21417,35773,43393,14519,28874,35154,9293,25861,426394,1261522,398294
217,POMORSKIE,2015,2307710,1124377,1183333,124613,63949,60664,136340,70206,66134,115416,59139,56277,122370,62727,59643,145097,74055,71042,174677,88067,86610,198704,99548,99156,187598,94590,93008,164964,83097,81867,136978,69311,67667,139828,69425,70403,162683,78805,83878,159607,74738,84869,127594,57979,69615,211241,78741,132500,66019,28239,37780,62104,23928,38176,46041,16302,29739,37077,10272,26805,498739,1385267,423704
218,WARMIŃSKO-MAZURSKIE,2015,1439675,704893,734782,69896,36024,33872,79716,40966,38750,71410,36876,34534,79956,40765,39191,97778,50048,47730,109114,56329,52785,121620,62857,58763,113597,58431,55166,99855,51091,48764,87949,44196,43753,95284,47608,47676,110904,54224,56680,100287,47261,53026,74885,33966,40919,127424,44251,83173,38412,15885,22527,37363,13592,23771,28433,8903,19530,23216,5871,17345,300978,883362,255335
219,ŁÓDZKIE,2015,2493603,1188118,1305485,114537,59011,55526,125203,64243,60960,109364,56185,53179,120935,62219,58716,150797,76844,73953,170774,87128,83646,199140,102089,97051,196533,99652,96881,176094,88590,87504,151936,75230,76706,154920,75372,79548,191506,90124,101382,191902,87374,104528,160958,68994,91964,279004,95063,183941,86960,34663,52297,77752,27760,49992,62407,19540,42867,51885,13100,38785,470039,1479074,544490
220,ŚWIĘTOKRZYSKIE,2015,1257179,613217,643962,54815,28199,26616,61608,31618,29990,57209,29237,27972,66088,33833,32255,82386,42054,40332,90093,46852,43241,100886,52369,48517,96536,49894,46642,86462,44506,41956,75600,38207,37393,79970,40150,39820,96393,47504,48889,93312,44528,48784,74210,33671,40539,141611,50595,91016,41503,17396,24107,41171,15275,25896,31942,10660,21282,26995,7264,19731,239720,752854,264605
221,LUBELSKIE,2015,2139726,1037052,1102674,100239,51153,49086,111244,56792,54452,103030,52862,50168,118160,60526,57634,144279,73770,70509,160874,83089,77785,174157,90402,83755,162656,83753,78903,147214,74987,72227,130769,66042,64727,134595,66908,67687,154570,75052,79518,147892,68947,78945,115831,50396,65435,234216,82373,151843,72995,29544,43451,65384,24249,41135,51650,16699,34951,44187,11881,32306,432673,1278061,428992
222,PODKARPACKIE,2015,2127657,1041779,1085878,102184,52356,49828,113441,58105,55336,107209,55047,52162,123777,63601,60176,149787,76172,73615,168014,86512,81502,177250,90717,86533,166800,85079,81721,150012,76394,73618,133114,67006,66108,137057,69084,67973,147232,72463,74769,134989,64169,70820,104772,47307,57465,212019,77767,134252,63674,26586,37088,62790,24129,38661,47993,16425,31568,37562,10627,26935,446611,1293435,387611
223,PODLASKIE,2015,1188800,579499,609301,54301,28118,26183,60499,31143,29356,55752,28389,27363,64470,33036,31434,81702,41789,39913,92133,47705,44428,97284,50619,46665,88617,45414,43203,81677,41417,40260,76441,38544,37897,80435,40139,40296,88698,43701,44997,75548,35745,39803,58016,25627,32389,133227,48113,85114,39296,16116,23180,37309,14007,23302,29907,10289,19618,26715,7701,19014,235022,722732,231046
224,MAZOWIECKIE,2015,5349114,2559241,2789873,286561,147470,139091,303121,155596,147525,251895,128857,123038,260249,133388,126861,310165,157952,152213,379930,190363,189567,461364,228617,232747,457126,226856,230270,393081,195765,197316,315336,157315,158021,310227,152107,158120,375484,178548,196936,376397,172561,203836,292015,127418,164597,576163,206428,369735,171354,69085,102269,161577,59872,101705,129545,44110,85435,113687,33361,80326,1101826,3175274,1072014
225,MAŁOPOLSKIE,2016,3382260,1641317,1740943,176546,90948,85598,190114,97574,92540,166442,85217,81225,180618,92288,88330,211757,108101,103656,256227,129171,127056,289508,145232,144276,273263,137719,135544,246417,123315,123102,212221,106628,105593,207329,103318,104011,224139,109339,114800,215694,101817,113877,177570,79530,98040,354415,131120,223295,113437,47771,65666,98574,37941,60633,78085,27079,51006,64319,18329,45990,713720,2022678,645862
226,ŚLĄSKIE,2016,4559164,2198856,2360308,213701,109514,104187,233093,119397,113696,198648,101686,96962,208324,106541,101783,252636,128903,123733,315479,160720,154759,374535,189866,184669,368067,185897,182170,331832,167271,164561,288363,143555,144808,297215,146495,150720,345665,165334,180331,341029,158156,182873,279571,124185,155386,511006,191336,319670,171042,71018,100024,154874,60522,94352,104417,36707,67710,80673,23089,57584,853766,2731948,973450
227,LUBUSKIE,2016,1017376,495111,522265,48990,25086,23904,56526,28894,27632,48532,24876,23656,51038,26246,24792,61263,31092,30171,71983,36819,35164,86684,44198,42486,84223,43122,41101,76050,38897,37153,60149,30278,29871,61125,30405,30720,75875,36897,38978,77362,36343,41019,64001,29164,34837,93575,32794,60781,30690,12853,17837,25538,9262,16276,20251,6377,13874,17096,4302,12794,205086,613695,198595
228,WIELKOPOLSKIE,2016,3481625,1693965,1787660,185877,95765,90112,203059,104560,98499,173131,89196,83935,179525,92305,87220,211669,108460,103209,257112,130488,126624,299623,151529,148094,287770,145853,141917,260032,131292,128740,213176,106842,106334,206131,101801,104330,237861,114573,123288,237628,110933,126695,204487,91323,113164,324544,119045,205499,112816,47608,65208,88153,33313,54840,67335,22741,44594,56240,15383,40857,741592,2084307,655726
229,ZACHODNIOPOMORSKIE,2016,1708174,830763,877411,77610,39738,37872,89339,45522,43817,79160,40828,38332,83780,42884,40896,103670,52886,50784,117840,60414,57426,141426,72270,69156,139934,71187,68747,127532,64781,62751,102979,51982,50997,103052,51310,51742,129964,62873,67091,135086,63656,71430,111411,50928,60483,165391,59504,105887,54304,23507,30797,44728,16558,28170,36184,11732,24452,30175,7707,22468,329889,1030053,348232
230,DOLNOŚLĄSKIE,2016,2903710,1395960,1507750,134621,69181,65440,150047,76815,73232,126083,64754,61329,132550,67765,64785,161473,82236,79237,202916,102132,100784,253501,127895,125606,246034,124486,121548,216819,110045,106774,170079,85727,84352,170382,83931,86451,216494,103894,112600,230033,106924,123109,192095,85669,106426,300583,104506,196077,93264,38849,54415,82091,29568,52523,66676,21155,45521,58552,14934,43618,543301,1744622,615787
231,OPOLSKIE,2016,993036,480429,512607,42382,21930,20452,46178,23661,22517,42069,21639,20430,47486,24315,23171,57672,29256,28416,72647,36911,35736,81589,40908,40681,77923,39079,38844,72359,36384,35975,66723,33334,33389,69537,35187,34350,75616,37283,38333,71244,33791,37453,58811,26438,32373,110800,40313,70487,32354,13654,18700,34748,13013,21735,24955,8518,16437,18743,5128,13615,178115,607857,207064
232,KUJAWSKO-POMORSKIE,2016,2083927,1009547,1074380,98881,50851,48030,113871,58356,55515,100568,51525,49043,108534,55731,52803,130803,66406,64397,150064,76295,73769,172115,87806,84309,164110,83414,80696,153257,77354,75903,129936,64593,65343,128575,63368,65207,151252,73007,78245,149641,70302,79339,125680,55777,69903,206640,74762,131878,69378,28950,40428,56759,21304,35455,43521,14563,28958,36982,9945,27037,421854,1250414,411659
233,POMORSKIE,2016,2315611,1127929,1187682,125064,64206,60858,137337,70640,66697,117054,60128,56926,120276,61466,58810,138172,70584,67588,171136,86364,84772,198240,99314,98926,188240,94970,93270,171777,86394,85383,140130,70678,69452,136527,67869,68658,157047,76314,80733,160866,75501,85365,135458,61537,73921,218287,81964,136323,71119,30588,40531,61101,23706,37395,46977,16594,30383,39090,11076,28014,499731,1376770,439110
234,WARMIŃSKO-MAZURSKIE,2016,1436367,703071,733296,68176,35090,33086,79672,41062,38610,71608,36832,34776,77153,39516,37637,93644,47738,45906,106612,55173,51439,120395,62191,58204,113855,58378,55477,103564,53251,50313,88082,44361,43721,92544,46261,46283,107718,52716,55002,102478,48320,54158,80572,36589,43983,130294,45593,84701,40872,17141,23731,36400,13342,23058,28736,8966,19770,24286,6144,18142,296609,874734,265024
235,ŁÓDZKIE,2016,2485323,1184309,1301014,112988,58145,54843,126000,64757,61243,110655,56876,53779,116569,59775,56794,144414,73755,70659,167037,85425,81612,195859,100322,95537,195541,99321,96220,181509,91328,90181,154831,76924,77907,150466,73265,77201,182822,86027,96795,191984,87821,104163,163662,70250,93412,290986,100318,190668,98286,39492,58794,76381,27425,48956,61975,19602,42373,54344,13799,40545,466212,1460300,558811
236,ŚWIĘTOKRZYSKIE,2016,1252900,610944,641956,53705,27555,26150,62115,31910,30205,56483,28776,27707,63610,32765,30845,78708,39977,38731,89017,46236,42781,99487,51650,47837,96669,50024,46645,89023,45825,43198,76670,38726,37944,77288,38767,38521,93163,45992,47171,94079,45115,48964,78056,35395,42661,144827,52231,92596,45062,19055,26007,39439,14780,24659,31941,10667,21274,28385,7729,20656,235913,745140,271847
237,LUBELSKIE,2016,2133340,1033740,1099600,98529,50137,48392,111239,56793,54446,102529,52637,49892,114021,58459,55562,138032,70416,67616,157932,81762,76170,172418,89352,83066,163550,84327,79223,150999,77239,73760,131905,66467,65438,132415,65893,66522,149587,72629,76958,149501,70097,79404,122374,53529,68845,238309,84003,154306,75775,30758,45017,65212,24148,41064,51032,16691,34341,46290,12406,33884,426318,1266935,440087
238,PODKARPACKIE,2016,2127656,1041917,1085739,101245,51929,49316,113667,58176,55491,106349,54646,51703,119325,61183,58142,143033,72755,70278,166374,85752,80622,176771,90689,86082,167570,85557,82013,154138,78272,75866,134566,67784,66782,134766,67882,66884,145448,71841,73607,137133,65291,71842,111237,50537,60700,216034,79623,136411,66669,28013,38656,61515,23711,37804,48329,16555,31774,39521,11344,28177,440586,1287957,399113
239,PODLASKIE,2016,1186625,578398,608227,54501,28184,26317,60276,30984,29292,55612,28444,27168,61776,31677,30099,77999,39779,38220,90370,46763,43607,97520,50861,46659,88932,45567,43365,83340,42334,41006,76536,38488,38048,78927,39532,39395,87438,42983,44455,77760,37113,40647,61572,27256,34316,134066,48433,85633,39830,16369,23461,36523,13792,22731,29747,10196,19551,27966,8076,19890,232165,718175,236285
240,MAZOWIECKIE,2016,5365898,2566910,2798988,287907,147965,139942,306703,157569,149134,258482,132201,126281,255181,130901,124280,297056,151132,145924,367602,184523,183079,457680,226952,230728,457531,226771,230760,413122,205542,207580,324328,161661,162667,305129,149987,155142,357793,170498,187295,380293,174536,205757,306334,134005,172329,590757,212667,378090,184862,75259,109603,156878,58269,98609,129160,43919,85241,119857,35220,84637,1108273,3154777,1102848
241,MAŁOPOLSKIE,2017,3391380,1645986,1745394,179359,92526,86833,189902,97457,92445,169614,86883,82731,176087,89958,86129,203256,103574,99682,249049,125708,123341,285925,143559,142366,277805,139825,137980,253255,127011,126244,216517,108359,108158,205325,102524,102801,218865,106799,112066,218366,103475,114891,183834,82735,101099,364221,135593,228628,123947,52365,71582,94487,36523,57964,78429,27342,51087,67358,19363,47995,714962,2013472,662946
242,ŚLĄSKIE,2017,4548180,2192913,2355267,214021,109693,104328,233104,119381,113723,204630,104655,99975,202277,103542,98735,241194,122986,118208,302523,154353,148170,364448,184502,179946,371536,187969,183567,341158,171935,169223,291947,145417,146530,290234,143041,147193,331302,159040,172262,343049,159240,183809,290728,129235,161493,526029,197924,328105,181152,75783,105369,153355,59743,93612,106912,37685,69227,84610,24713,59897,854032,2693582,1000566
243,LUBUSKIE,2017,1016832,494930,521902,48905,25132,23773,55602,28405,27197,50422,25853,24569,49380,25311,24069,58841,29880,28961,70210,35994,34216,83407,42479,40928,85782,43821,41961,78097,39949,38148,62469,31516,30953,59470,29689,29781,71461,34737,36724,78022,36816,41206,66447,30106,36341,98317,35242,63075,35397,15144,20253,24903,9111,15792,20274,6453,13821,17743,4534,13209,204309,606553,205970
244,WIELKOPOLSKIE,2017,3489210,1697701,1791509,188258,96852,91406,201996,104037,97959,178888,92328,86560,175086,89975,85111,203052,104188,98864,249723,126528,123195,292398,148061,144337,291583,147841,143742,267521,135150,132371,220909,110757,110152,203034,100352,102682,226808,109525,117283,240505,112430,128075,208813,93482,115331,340636,126195,214441,128708,54443,74265,85810,32810,53000,67813,22955,44858,58305,15987,42318,744228,2067458,677524
245,ZACHODNIOPOMORSKIE,2017,1705533,829202,876331,77924,39831,38093,87508,44727,42781,81679,41986,39693,81241,41715,39526,99250,50478,48772,114239,58417,55822,136621,69991,66630,142061,72330,69731,131125,66564,64561,106015,53467,52548,100744,50333,50411,122157,59388,62769,135706,63886,71820,116227,52920,63307,173036,63169,109867,62095,27105,34990,43283,16338,26945,36252,11590,24662,31406,8136,23270,328352,1016098,361083
246,DOLNOŚLĄSKIE,2017,2902547,1395407,1507140,135709,69600,66109,148743,76268,72475,130948,67052,63896,128445,65917,62528,155702,79224,76478,193578,97552,96026,246520,124083,122437,249930,126327,123603,224816,114076,110740,176870,89232,87638,165579,81986,83593,203288,97484,105804,228762,106532,122230,200687,89454,111233,312970,110620,202350,107340,45312,62028,78359,28461,49898,66461,21207,45254,60810,15640,45170,543845,1722815,635887
247,OPOLSKIE,2017,990069,478960,511109,42665,22020,20645,46134,23626,22508,42562,21978,20584,45627,23458,22169,55387,28010,27377,69637,35562,34075,80179,40071,40108,78549,39275,39274,73635,37119,36516,66930,33313,33617,68240,34439,33801,74178,36811,37367,71694,34128,37566,61311,27570,33741,113341,41580,71761,35316,14983,20333,32725,12354,20371,25637,8724,16913,19663,5519,14144,176988,600863,212218
248,KUJAWSKO-POMORSKIE,2017,2082944,1009311,1073633,99195,51114,48081,112171,57581,54590,103322,52947,50375,105174,54003,51171,125926,63876,62050,146587,74766,71821,167606,85272,82334,166674,84741,81933,156337,78971,77366,133010,66275,66735,126039,62005,64034,144458,69936,74522,152048,71632,80416,129340,57629,71711,215057,78563,136494,77000,32290,44710,55899,21144,34755,43677,14669,29008,38481,10460,28021,419862,1238269,424813
